cancer_type,NCT Number,Study Title,Sponsor,Phases,Enrollment,Funder Type,Locations,Study Documents,Zipcode
solid,NCT06682793,"A Study to Evaluate the Safety and Efficacy of A2B395, an Allogeneic Logic-gated CAR T, in Participants With Solid Tumors That Express EGFR and Have Lost HLA-A*02 Expression",A2 Biotherapeutics Inc.,PHASE1|PHASE2,240,INDUSTRY,"Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|UCSD Moores Cancer Center, La Jolla, California, 92093, United States|UCLA Medical Center, Los Angeles, California, 90404, United States|Mayo Clinic, Jacksonville, Florida, 32224, United States|Moffitt Cancer Center, Tampa, Florida, 33606, United States|Mayo Clinic, Rochester, Minnesota, 55905, United States|Washington University, St Louis, Missouri, 63110, United States|NYU Langone Health, New York, New York, 10016, United States|The Ohio State University, Columbus, Ohio, 43210, United States|Fred Hutch Cancer Center, Seattle, Washington, 98109, United States",,33606
solid,NCT06682793,"A Study to Evaluate the Safety and Efficacy of A2B395, an Allogeneic Logic-gated CAR T, in Participants With Solid Tumors That Express EGFR and Have Lost HLA-A*02 Expression",A2 Biotherapeutics Inc.,PHASE1|PHASE2,240,INDUSTRY,"Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|UCSD Moores Cancer Center, La Jolla, California, 92093, United States|UCLA Medical Center, Los Angeles, California, 90404, United States|Mayo Clinic, Jacksonville, Florida, 32224, United States|Moffitt Cancer Center, Tampa, Florida, 33606, United States|Mayo Clinic, Rochester, Minnesota, 55905, United States|Washington University, St Louis, Missouri, 63110, United States|NYU Langone Health, New York, New York, 10016, United States|The Ohio State University, Columbus, Ohio, 43210, United States|Fred Hutch Cancer Center, Seattle, Washington, 98109, United States",,55905
solid,NCT06682793,"A Study to Evaluate the Safety and Efficacy of A2B395, an Allogeneic Logic-gated CAR T, in Participants With Solid Tumors That Express EGFR and Have Lost HLA-A*02 Expression",A2 Biotherapeutics Inc.,PHASE1|PHASE2,240,INDUSTRY,"Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|UCSD Moores Cancer Center, La Jolla, California, 92093, United States|UCLA Medical Center, Los Angeles, California, 90404, United States|Mayo Clinic, Jacksonville, Florida, 32224, United States|Moffitt Cancer Center, Tampa, Florida, 33606, United States|Mayo Clinic, Rochester, Minnesota, 55905, United States|Washington University, St Louis, Missouri, 63110, United States|NYU Langone Health, New York, New York, 10016, United States|The Ohio State University, Columbus, Ohio, 43210, United States|Fred Hutch Cancer Center, Seattle, Washington, 98109, United States",,63110
solid,NCT06682793,"A Study to Evaluate the Safety and Efficacy of A2B395, an Allogeneic Logic-gated CAR T, in Participants With Solid Tumors That Express EGFR and Have Lost HLA-A*02 Expression",A2 Biotherapeutics Inc.,PHASE1|PHASE2,240,INDUSTRY,"Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|UCSD Moores Cancer Center, La Jolla, California, 92093, United States|UCLA Medical Center, Los Angeles, California, 90404, United States|Mayo Clinic, Jacksonville, Florida, 32224, United States|Moffitt Cancer Center, Tampa, Florida, 33606, United States|Mayo Clinic, Rochester, Minnesota, 55905, United States|Washington University, St Louis, Missouri, 63110, United States|NYU Langone Health, New York, New York, 10016, United States|The Ohio State University, Columbus, Ohio, 43210, United States|Fred Hutch Cancer Center, Seattle, Washington, 98109, United States",,10016
solid,NCT06682793,"A Study to Evaluate the Safety and Efficacy of A2B395, an Allogeneic Logic-gated CAR T, in Participants With Solid Tumors That Express EGFR and Have Lost HLA-A*02 Expression",A2 Biotherapeutics Inc.,PHASE1|PHASE2,240,INDUSTRY,"Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|UCSD Moores Cancer Center, La Jolla, California, 92093, United States|UCLA Medical Center, Los Angeles, California, 90404, United States|Mayo Clinic, Jacksonville, Florida, 32224, United States|Moffitt Cancer Center, Tampa, Florida, 33606, United States|Mayo Clinic, Rochester, Minnesota, 55905, United States|Washington University, St Louis, Missouri, 63110, United States|NYU Langone Health, New York, New York, 10016, United States|The Ohio State University, Columbus, Ohio, 43210, United States|Fred Hutch Cancer Center, Seattle, Washington, 98109, United States",,43210
solid,NCT06682793,"A Study to Evaluate the Safety and Efficacy of A2B395, an Allogeneic Logic-gated CAR T, in Participants With Solid Tumors That Express EGFR and Have Lost HLA-A*02 Expression",A2 Biotherapeutics Inc.,PHASE1|PHASE2,240,INDUSTRY,"Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|UCSD Moores Cancer Center, La Jolla, California, 92093, United States|UCLA Medical Center, Los Angeles, California, 90404, United States|Mayo Clinic, Jacksonville, Florida, 32224, United States|Moffitt Cancer Center, Tampa, Florida, 33606, United States|Mayo Clinic, Rochester, Minnesota, 55905, United States|Washington University, St Louis, Missouri, 63110, United States|NYU Langone Health, New York, New York, 10016, United States|The Ohio State University, Columbus, Ohio, 43210, United States|Fred Hutch Cancer Center, Seattle, Washington, 98109, United States",,98109
solid,NCT03740256,"Binary Oncolytic Adenovirus in Combination With HER2-Specific Autologous CAR VST, Advanced HER2 Positive Solid Tumors",Baylor College of Medicine,PHASE1,45,OTHER,"Baylor St. Luke's Medical Center, Houston, Texas, 77030, United States",,77030
solid,NCT04510051,CAR T Cells After Lymphodepletion for the Treatment of IL13Rα2 Positive Recurrent or Refractory Brain Tumors in Children,City of Hope Medical Center,PHASE1,18,OTHER,"City of Hope Medical Center, Duarte, California, 91010, United States|Children's Hospital Los Angeles, Los Angeles, California, 90027, United States|C.S. Mott Children's Hospital, University of Michigan, Ann Arbor, Michigan, 48109, United States",,91010
solid,NCT04510051,CAR T Cells After Lymphodepletion for the Treatment of IL13Rα2 Positive Recurrent or Refractory Brain Tumors in Children,City of Hope Medical Center,PHASE1,18,OTHER,"City of Hope Medical Center, Duarte, California, 91010, United States|Children's Hospital Los Angeles, Los Angeles, California, 90027, United States|C.S. Mott Children's Hospital, University of Michigan, Ann Arbor, Michigan, 48109, United States",,90027
solid,NCT04510051,CAR T Cells After Lymphodepletion for the Treatment of IL13Rα2 Positive Recurrent or Refractory Brain Tumors in Children,City of Hope Medical Center,PHASE1,18,OTHER,"City of Hope Medical Center, Duarte, California, 91010, United States|Children's Hospital Los Angeles, Los Angeles, California, 90027, United States|C.S. Mott Children's Hospital, University of Michigan, Ann Arbor, Michigan, 48109, United States",,48109
solid,NCT06946680,IL-8 Receptor-modified CD70 CAR T Cell Therapy in CD70+ Pediatric High-grade Glioma (HGG),University of Florida,PHASE1,18,OTHER,"University of Florida Health Children's Hospital, Gainesville, Florida, 32608, United States",,32608
solid,NCT07030907,A Study to Evaluate the Safety and Efficacy of OPB-101 in Platinum-resistant Ovarian Cancer,"Outpace Bio, Inc.",PHASE1,30,INDUSTRY,"Karmanos Cancer Institute, Detroit, Michigan, 48201, United States|University of Minnesota, Minneapolis, Minnesota, 55455, United States|Roswell Park, Buffalo, New York, 14203, United States|MD Anderson Cancer Center, Houston, Texas, 77030, United States",,48201
solid,NCT07030907,A Study to Evaluate the Safety and Efficacy of OPB-101 in Platinum-resistant Ovarian Cancer,"Outpace Bio, Inc.",PHASE1,30,INDUSTRY,"Karmanos Cancer Institute, Detroit, Michigan, 48201, United States|University of Minnesota, Minneapolis, Minnesota, 55455, United States|Roswell Park, Buffalo, New York, 14203, United States|MD Anderson Cancer Center, Houston, Texas, 77030, United States",,55455
solid,NCT07030907,A Study to Evaluate the Safety and Efficacy of OPB-101 in Platinum-resistant Ovarian Cancer,"Outpace Bio, Inc.",PHASE1,30,INDUSTRY,"Karmanos Cancer Institute, Detroit, Michigan, 48201, United States|University of Minnesota, Minneapolis, Minnesota, 55455, United States|Roswell Park, Buffalo, New York, 14203, United States|MD Anderson Cancer Center, Houston, Texas, 77030, United States",,14203
solid,NCT07030907,A Study to Evaluate the Safety and Efficacy of OPB-101 in Platinum-resistant Ovarian Cancer,"Outpace Bio, Inc.",PHASE1,30,INDUSTRY,"Karmanos Cancer Institute, Detroit, Michigan, 48201, United States|University of Minnesota, Minneapolis, Minnesota, 55455, United States|Roswell Park, Buffalo, New York, 14203, United States|MD Anderson Cancer Center, Houston, Texas, 77030, United States",,77030
solid,NCT06236139,Cell Therapy (STEAP1 CART) With Enzalutamide for the Treatment of Patients With Metastatic Castration-Resistant Prostate Cancer,Fred Hutchinson Cancer Center,PHASE1|PHASE2,48,OTHER,"Fred Hutch/University of Washington Cancer Consortium, Seattle, Washington, 98109, United States",,98109
solid,NCT06646627,Clinical Trial of Autologous B7-H3 CAR T Cells in Reoccurent Platinum-resistant Ovarian Tumors,Stanford University,PHASE1,48,OTHER,"Stanford University, Palo Alto, California, 94304, United States",,94304
solid,NCT06469281,"A Study to Learn if 27T51, a Mucin-16 (MUC16) Protein Targeting Immune Cell Therapy, Administered Alone or in Combination is Safe and How Well it Works for Adult Participants With Recurrent or Treatment Resistant Ovarian Cancers",Regeneron Pharmaceuticals,PHASE1,90,INDUSTRY,"Massachusetts General Hospital, Boston, Massachusetts, 02114, United States|John Theurer Cancer Center Hackensack University Medical Center, Hackensack, New Jersey, 07601, United States|Roswell Park Cancer Institute, Buffalo, New York, 14203, United States|UPMC Hillman Cancer Center, Pittsburgh, Pennsylvania, 15232, United States",,02114
solid,NCT06469281,"A Study to Learn if 27T51, a Mucin-16 (MUC16) Protein Targeting Immune Cell Therapy, Administered Alone or in Combination is Safe and How Well it Works for Adult Participants With Recurrent or Treatment Resistant Ovarian Cancers",Regeneron Pharmaceuticals,PHASE1,90,INDUSTRY,"Massachusetts General Hospital, Boston, Massachusetts, 02114, United States|John Theurer Cancer Center Hackensack University Medical Center, Hackensack, New Jersey, 07601, United States|Roswell Park Cancer Institute, Buffalo, New York, 14203, United States|UPMC Hillman Cancer Center, Pittsburgh, Pennsylvania, 15232, United States",,07601
solid,NCT06469281,"A Study to Learn if 27T51, a Mucin-16 (MUC16) Protein Targeting Immune Cell Therapy, Administered Alone or in Combination is Safe and How Well it Works for Adult Participants With Recurrent or Treatment Resistant Ovarian Cancers",Regeneron Pharmaceuticals,PHASE1,90,INDUSTRY,"Massachusetts General Hospital, Boston, Massachusetts, 02114, United States|John Theurer Cancer Center Hackensack University Medical Center, Hackensack, New Jersey, 07601, United States|Roswell Park Cancer Institute, Buffalo, New York, 14203, United States|UPMC Hillman Cancer Center, Pittsburgh, Pennsylvania, 15232, United States",,14203
solid,NCT06469281,"A Study to Learn if 27T51, a Mucin-16 (MUC16) Protein Targeting Immune Cell Therapy, Administered Alone or in Combination is Safe and How Well it Works for Adult Participants With Recurrent or Treatment Resistant Ovarian Cancers",Regeneron Pharmaceuticals,PHASE1,90,INDUSTRY,"Massachusetts General Hospital, Boston, Massachusetts, 02114, United States|John Theurer Cancer Center Hackensack University Medical Center, Hackensack, New Jersey, 07601, United States|Roswell Park Cancer Institute, Buffalo, New York, 14203, United States|UPMC Hillman Cancer Center, Pittsburgh, Pennsylvania, 15232, United States",,15232
solid,NCT06267729,Study of AZD0754 in Participants With Metastatic Prostate Cancer,AstraZeneca,PHASE1|PHASE2,60,INDUSTRY,"Research Site, Duarte, California, 91010, United States|Research Site, Tampa, Florida, 33612, United States|Research Site, Atlanta, Georgia, 30322, United States|Research Site, Westwood, Kansas, 66205, United States|Research Site, Boston, Massachusetts, 02114, United States|Research Site, Boston, Massachusetts, 02215, United States|Research Site, St Louis, Missouri, 63110, United States|Research Site, Hackensack, New Jersey, 07601, United States|Research Site, New York, New York, 10032, United States|Research Site, New York, New York, 10065, United States|Research Site, Philadelphia, Pennsylvania, 19104, United States|Research Site, Dallas, Texas, 75235, United States|Research Site, Houston, Texas, 77030, United States|Research Site, East Melbourne, 3002, Australia|Research Site, Pamplona, 31008, Spain",,91010
solid,NCT06267729,Study of AZD0754 in Participants With Metastatic Prostate Cancer,AstraZeneca,PHASE1|PHASE2,60,INDUSTRY,"Research Site, Duarte, California, 91010, United States|Research Site, Tampa, Florida, 33612, United States|Research Site, Atlanta, Georgia, 30322, United States|Research Site, Westwood, Kansas, 66205, United States|Research Site, Boston, Massachusetts, 02114, United States|Research Site, Boston, Massachusetts, 02215, United States|Research Site, St Louis, Missouri, 63110, United States|Research Site, Hackensack, New Jersey, 07601, United States|Research Site, New York, New York, 10032, United States|Research Site, New York, New York, 10065, United States|Research Site, Philadelphia, Pennsylvania, 19104, United States|Research Site, Dallas, Texas, 75235, United States|Research Site, Houston, Texas, 77030, United States|Research Site, East Melbourne, 3002, Australia|Research Site, Pamplona, 31008, Spain",,33612
solid,NCT06267729,Study of AZD0754 in Participants With Metastatic Prostate Cancer,AstraZeneca,PHASE1|PHASE2,60,INDUSTRY,"Research Site, Duarte, California, 91010, United States|Research Site, Tampa, Florida, 33612, United States|Research Site, Atlanta, Georgia, 30322, United States|Research Site, Westwood, Kansas, 66205, United States|Research Site, Boston, Massachusetts, 02114, United States|Research Site, Boston, Massachusetts, 02215, United States|Research Site, St Louis, Missouri, 63110, United States|Research Site, Hackensack, New Jersey, 07601, United States|Research Site, New York, New York, 10032, United States|Research Site, New York, New York, 10065, United States|Research Site, Philadelphia, Pennsylvania, 19104, United States|Research Site, Dallas, Texas, 75235, United States|Research Site, Houston, Texas, 77030, United States|Research Site, East Melbourne, 3002, Australia|Research Site, Pamplona, 31008, Spain",,30322
solid,NCT06267729,Study of AZD0754 in Participants With Metastatic Prostate Cancer,AstraZeneca,PHASE1|PHASE2,60,INDUSTRY,"Research Site, Duarte, California, 91010, United States|Research Site, Tampa, Florida, 33612, United States|Research Site, Atlanta, Georgia, 30322, United States|Research Site, Westwood, Kansas, 66205, United States|Research Site, Boston, Massachusetts, 02114, United States|Research Site, Boston, Massachusetts, 02215, United States|Research Site, St Louis, Missouri, 63110, United States|Research Site, Hackensack, New Jersey, 07601, United States|Research Site, New York, New York, 10032, United States|Research Site, New York, New York, 10065, United States|Research Site, Philadelphia, Pennsylvania, 19104, United States|Research Site, Dallas, Texas, 75235, United States|Research Site, Houston, Texas, 77030, United States|Research Site, East Melbourne, 3002, Australia|Research Site, Pamplona, 31008, Spain",,66205
solid,NCT06267729,Study of AZD0754 in Participants With Metastatic Prostate Cancer,AstraZeneca,PHASE1|PHASE2,60,INDUSTRY,"Research Site, Duarte, California, 91010, United States|Research Site, Tampa, Florida, 33612, United States|Research Site, Atlanta, Georgia, 30322, United States|Research Site, Westwood, Kansas, 66205, United States|Research Site, Boston, Massachusetts, 02114, United States|Research Site, Boston, Massachusetts, 02215, United States|Research Site, St Louis, Missouri, 63110, United States|Research Site, Hackensack, New Jersey, 07601, United States|Research Site, New York, New York, 10032, United States|Research Site, New York, New York, 10065, United States|Research Site, Philadelphia, Pennsylvania, 19104, United States|Research Site, Dallas, Texas, 75235, United States|Research Site, Houston, Texas, 77030, United States|Research Site, East Melbourne, 3002, Australia|Research Site, Pamplona, 31008, Spain",,02114
solid,NCT06267729,Study of AZD0754 in Participants With Metastatic Prostate Cancer,AstraZeneca,PHASE1|PHASE2,60,INDUSTRY,"Research Site, Duarte, California, 91010, United States|Research Site, Tampa, Florida, 33612, United States|Research Site, Atlanta, Georgia, 30322, United States|Research Site, Westwood, Kansas, 66205, United States|Research Site, Boston, Massachusetts, 02114, United States|Research Site, Boston, Massachusetts, 02215, United States|Research Site, St Louis, Missouri, 63110, United States|Research Site, Hackensack, New Jersey, 07601, United States|Research Site, New York, New York, 10032, United States|Research Site, New York, New York, 10065, United States|Research Site, Philadelphia, Pennsylvania, 19104, United States|Research Site, Dallas, Texas, 75235, United States|Research Site, Houston, Texas, 77030, United States|Research Site, East Melbourne, 3002, Australia|Research Site, Pamplona, 31008, Spain",,02215
solid,NCT06267729,Study of AZD0754 in Participants With Metastatic Prostate Cancer,AstraZeneca,PHASE1|PHASE2,60,INDUSTRY,"Research Site, Duarte, California, 91010, United States|Research Site, Tampa, Florida, 33612, United States|Research Site, Atlanta, Georgia, 30322, United States|Research Site, Westwood, Kansas, 66205, United States|Research Site, Boston, Massachusetts, 02114, United States|Research Site, Boston, Massachusetts, 02215, United States|Research Site, St Louis, Missouri, 63110, United States|Research Site, Hackensack, New Jersey, 07601, United States|Research Site, New York, New York, 10032, United States|Research Site, New York, New York, 10065, United States|Research Site, Philadelphia, Pennsylvania, 19104, United States|Research Site, Dallas, Texas, 75235, United States|Research Site, Houston, Texas, 77030, United States|Research Site, East Melbourne, 3002, Australia|Research Site, Pamplona, 31008, Spain",,63110
solid,NCT06267729,Study of AZD0754 in Participants With Metastatic Prostate Cancer,AstraZeneca,PHASE1|PHASE2,60,INDUSTRY,"Research Site, Duarte, California, 91010, United States|Research Site, Tampa, Florida, 33612, United States|Research Site, Atlanta, Georgia, 30322, United States|Research Site, Westwood, Kansas, 66205, United States|Research Site, Boston, Massachusetts, 02114, United States|Research Site, Boston, Massachusetts, 02215, United States|Research Site, St Louis, Missouri, 63110, United States|Research Site, Hackensack, New Jersey, 07601, United States|Research Site, New York, New York, 10032, United States|Research Site, New York, New York, 10065, United States|Research Site, Philadelphia, Pennsylvania, 19104, United States|Research Site, Dallas, Texas, 75235, United States|Research Site, Houston, Texas, 77030, United States|Research Site, East Melbourne, 3002, Australia|Research Site, Pamplona, 31008, Spain",,07601
solid,NCT06267729,Study of AZD0754 in Participants With Metastatic Prostate Cancer,AstraZeneca,PHASE1|PHASE2,60,INDUSTRY,"Research Site, Duarte, California, 91010, United States|Research Site, Tampa, Florida, 33612, United States|Research Site, Atlanta, Georgia, 30322, United States|Research Site, Westwood, Kansas, 66205, United States|Research Site, Boston, Massachusetts, 02114, United States|Research Site, Boston, Massachusetts, 02215, United States|Research Site, St Louis, Missouri, 63110, United States|Research Site, Hackensack, New Jersey, 07601, United States|Research Site, New York, New York, 10032, United States|Research Site, New York, New York, 10065, United States|Research Site, Philadelphia, Pennsylvania, 19104, United States|Research Site, Dallas, Texas, 75235, United States|Research Site, Houston, Texas, 77030, United States|Research Site, East Melbourne, 3002, Australia|Research Site, Pamplona, 31008, Spain",,10032
solid,NCT06267729,Study of AZD0754 in Participants With Metastatic Prostate Cancer,AstraZeneca,PHASE1|PHASE2,60,INDUSTRY,"Research Site, Duarte, California, 91010, United States|Research Site, Tampa, Florida, 33612, United States|Research Site, Atlanta, Georgia, 30322, United States|Research Site, Westwood, Kansas, 66205, United States|Research Site, Boston, Massachusetts, 02114, United States|Research Site, Boston, Massachusetts, 02215, United States|Research Site, St Louis, Missouri, 63110, United States|Research Site, Hackensack, New Jersey, 07601, United States|Research Site, New York, New York, 10032, United States|Research Site, New York, New York, 10065, United States|Research Site, Philadelphia, Pennsylvania, 19104, United States|Research Site, Dallas, Texas, 75235, United States|Research Site, Houston, Texas, 77030, United States|Research Site, East Melbourne, 3002, Australia|Research Site, Pamplona, 31008, Spain",,10065
solid,NCT06267729,Study of AZD0754 in Participants With Metastatic Prostate Cancer,AstraZeneca,PHASE1|PHASE2,60,INDUSTRY,"Research Site, Duarte, California, 91010, United States|Research Site, Tampa, Florida, 33612, United States|Research Site, Atlanta, Georgia, 30322, United States|Research Site, Westwood, Kansas, 66205, United States|Research Site, Boston, Massachusetts, 02114, United States|Research Site, Boston, Massachusetts, 02215, United States|Research Site, St Louis, Missouri, 63110, United States|Research Site, Hackensack, New Jersey, 07601, United States|Research Site, New York, New York, 10032, United States|Research Site, New York, New York, 10065, United States|Research Site, Philadelphia, Pennsylvania, 19104, United States|Research Site, Dallas, Texas, 75235, United States|Research Site, Houston, Texas, 77030, United States|Research Site, East Melbourne, 3002, Australia|Research Site, Pamplona, 31008, Spain",,19104
solid,NCT06267729,Study of AZD0754 in Participants With Metastatic Prostate Cancer,AstraZeneca,PHASE1|PHASE2,60,INDUSTRY,"Research Site, Duarte, California, 91010, United States|Research Site, Tampa, Florida, 33612, United States|Research Site, Atlanta, Georgia, 30322, United States|Research Site, Westwood, Kansas, 66205, United States|Research Site, Boston, Massachusetts, 02114, United States|Research Site, Boston, Massachusetts, 02215, United States|Research Site, St Louis, Missouri, 63110, United States|Research Site, Hackensack, New Jersey, 07601, United States|Research Site, New York, New York, 10032, United States|Research Site, New York, New York, 10065, United States|Research Site, Philadelphia, Pennsylvania, 19104, United States|Research Site, Dallas, Texas, 75235, United States|Research Site, Houston, Texas, 77030, United States|Research Site, East Melbourne, 3002, Australia|Research Site, Pamplona, 31008, Spain",,75235
solid,NCT06267729,Study of AZD0754 in Participants With Metastatic Prostate Cancer,AstraZeneca,PHASE1|PHASE2,60,INDUSTRY,"Research Site, Duarte, California, 91010, United States|Research Site, Tampa, Florida, 33612, United States|Research Site, Atlanta, Georgia, 30322, United States|Research Site, Westwood, Kansas, 66205, United States|Research Site, Boston, Massachusetts, 02114, United States|Research Site, Boston, Massachusetts, 02215, United States|Research Site, St Louis, Missouri, 63110, United States|Research Site, Hackensack, New Jersey, 07601, United States|Research Site, New York, New York, 10032, United States|Research Site, New York, New York, 10065, United States|Research Site, Philadelphia, Pennsylvania, 19104, United States|Research Site, Dallas, Texas, 75235, United States|Research Site, Houston, Texas, 77030, United States|Research Site, East Melbourne, 3002, Australia|Research Site, Pamplona, 31008, Spain",,77030
solid,NCT03721068,Study of CAR T-Cells Targeting the GD2 With IL-15+iCaspase9 for Relapsed/Refractory Neuroblastoma or Relapsed/Refractory Osteosarcoma,UNC Lineberger Comprehensive Cancer Center,PHASE1,18,OTHER,"Emory - Winship Cancer Institute, Atlanta, Georgia, 30322, United States|Lineberger Comprehensive Cancer Center at University of North Carolina - Chapel Hill, Chapel Hill, North Carolina, 27599-7295, United States",,30322
solid,NCT07358260,B7-H3.CD28Z.CART in Solid Tumors,Robbie Majzner,PHASE1,40,OTHER,"Dana Farber Cancer Institite, Boston, Massachusetts, 02115, United States",,02115
solid,NCT05680922,DLL3-Directed Chimeric Antigen Receptor T-cells in Subjects With Extensive Stage Small Cell Lung Cancer,Legend Biotech USA Inc,PHASE1,41,INDUSTRY,"Moffitt Cancer Center, Tampa, Florida, 33612, United States|University of Kentucky - Markey Cancer Center, Lexington, Kentucky, 40536, United States|Dana-Farber Cancer Institute, Boston, Massachusetts, 02215, United States|Memorial Sloan Kettering Cancer Center, New York, New York, 10017, United States",,33612
solid,NCT05680922,DLL3-Directed Chimeric Antigen Receptor T-cells in Subjects With Extensive Stage Small Cell Lung Cancer,Legend Biotech USA Inc,PHASE1,41,INDUSTRY,"Moffitt Cancer Center, Tampa, Florida, 33612, United States|University of Kentucky - Markey Cancer Center, Lexington, Kentucky, 40536, United States|Dana-Farber Cancer Institute, Boston, Massachusetts, 02215, United States|Memorial Sloan Kettering Cancer Center, New York, New York, 10017, United States",,02215
solid,NCT05680922,DLL3-Directed Chimeric Antigen Receptor T-cells in Subjects With Extensive Stage Small Cell Lung Cancer,Legend Biotech USA Inc,PHASE1,41,INDUSTRY,"Moffitt Cancer Center, Tampa, Florida, 33612, United States|University of Kentucky - Markey Cancer Center, Lexington, Kentucky, 40536, United States|Dana-Farber Cancer Institute, Boston, Massachusetts, 02215, United States|Memorial Sloan Kettering Cancer Center, New York, New York, 10017, United States",,10017
solid,NCT06878248,A Study to Assess CLBR001+ABBV-461 in Subjects With Locally Advanced or Metastatic Breast Cancer,"Calibr, a division of Scripps Research",PHASE1,20,OTHER,"Indiana University Melvin and Bren Simon Comprehensive Cancer Center, Indianapolis, Indiana, 46202, United States|Roswell Park Cancer Institute, Buffalo, New York, 14263, United States|University of Virginia, Charlottesville, Virginia, 22908, United States|Fred Hutchinson Cancer Center, Seattle, Washington, 98109, United States",,46202
solid,NCT06878248,A Study to Assess CLBR001+ABBV-461 in Subjects With Locally Advanced or Metastatic Breast Cancer,"Calibr, a division of Scripps Research",PHASE1,20,OTHER,"Indiana University Melvin and Bren Simon Comprehensive Cancer Center, Indianapolis, Indiana, 46202, United States|Roswell Park Cancer Institute, Buffalo, New York, 14263, United States|University of Virginia, Charlottesville, Virginia, 22908, United States|Fred Hutchinson Cancer Center, Seattle, Washington, 98109, United States",,98109
solid,NCT05620342,Autologous CAR T-Cells Targeting the GD2 Antigen for Lung Cancer,UNC Lineberger Comprehensive Cancer Center,EARLY_PHASE1,24,OTHER,"Lineberger Comprehensive Cancer Center, Chapel Hill, North Carolina, 27514, United States",,27514
solid,NCT06241456,"FT825/ONO-8250, an Off-the-Shelf, HER2 CAR-T, With or Without Monoclonal Antibodies in Advanced Solid Tumors",Fate Therapeutics,PHASE1,351,INDUSTRY,"Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|University of California San Diego Moores Cancer Center, La Jolla, California, 92037, United States|Yale New Haven Hospital - Yale Cancer Center, New Haven, Connecticut, 06510, United States|University of Chicago Medical Center, Chicago, Illinois, 60637, United States|Karmanos Cancer Institute, Detroit, Michigan, 48201, United States|University of Minnesota Medical School, Minneapolis, Minnesota, 55455, United States|Washington University School of Medicine, St Louis, Missouri, 63110, United States|Memorial Sloan Kettering Cancer Center, New York, New York, 10065, United States|Oncology Hematology Care Clinial Trials, Cincinnati, Ohio, 45242, United States|Ohio State University - Comprehensive Cancer Center, Columbus, Ohio, 43210, United States|OU Health Stephenson Cancer Center, Oklahoma City, Oklahoma, 73104, United States|Thomas Jefferson University, Sidney Kimmel Cancer Center, Philadelphia, Pennsylvania, 19107, United States|Sarah Cannon Research Institute (SCRI) - Oncology Partners, Nashville, Tennessee, 37203, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, 77030, United States",,85234
solid,NCT06241456,"FT825/ONO-8250, an Off-the-Shelf, HER2 CAR-T, With or Without Monoclonal Antibodies in Advanced Solid Tumors",Fate Therapeutics,PHASE1,351,INDUSTRY,"Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|University of California San Diego Moores Cancer Center, La Jolla, California, 92037, United States|Yale New Haven Hospital - Yale Cancer Center, New Haven, Connecticut, 06510, United States|University of Chicago Medical Center, Chicago, Illinois, 60637, United States|Karmanos Cancer Institute, Detroit, Michigan, 48201, United States|University of Minnesota Medical School, Minneapolis, Minnesota, 55455, United States|Washington University School of Medicine, St Louis, Missouri, 63110, United States|Memorial Sloan Kettering Cancer Center, New York, New York, 10065, United States|Oncology Hematology Care Clinial Trials, Cincinnati, Ohio, 45242, United States|Ohio State University - Comprehensive Cancer Center, Columbus, Ohio, 43210, United States|OU Health Stephenson Cancer Center, Oklahoma City, Oklahoma, 73104, United States|Thomas Jefferson University, Sidney Kimmel Cancer Center, Philadelphia, Pennsylvania, 19107, United States|Sarah Cannon Research Institute (SCRI) - Oncology Partners, Nashville, Tennessee, 37203, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, 77030, United States",,92037
solid,NCT06241456,"FT825/ONO-8250, an Off-the-Shelf, HER2 CAR-T, With or Without Monoclonal Antibodies in Advanced Solid Tumors",Fate Therapeutics,PHASE1,351,INDUSTRY,"Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|University of California San Diego Moores Cancer Center, La Jolla, California, 92037, United States|Yale New Haven Hospital - Yale Cancer Center, New Haven, Connecticut, 06510, United States|University of Chicago Medical Center, Chicago, Illinois, 60637, United States|Karmanos Cancer Institute, Detroit, Michigan, 48201, United States|University of Minnesota Medical School, Minneapolis, Minnesota, 55455, United States|Washington University School of Medicine, St Louis, Missouri, 63110, United States|Memorial Sloan Kettering Cancer Center, New York, New York, 10065, United States|Oncology Hematology Care Clinial Trials, Cincinnati, Ohio, 45242, United States|Ohio State University - Comprehensive Cancer Center, Columbus, Ohio, 43210, United States|OU Health Stephenson Cancer Center, Oklahoma City, Oklahoma, 73104, United States|Thomas Jefferson University, Sidney Kimmel Cancer Center, Philadelphia, Pennsylvania, 19107, United States|Sarah Cannon Research Institute (SCRI) - Oncology Partners, Nashville, Tennessee, 37203, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, 77030, United States",,06510
